,location,total_sqft,bath,price,bhk,encoded_location
547,Gubbalala,1470.0,2.0,82.0,3,84
548,Kengeri,1160.0,2.0,40.61,2,135
549,7th Phase JP Nagar,1050.0,2.0,71.0,2,7
550,Bannerghatta Road,1460.0,2.0,90.0,3,35
551,Hulimavu,1823.0,3.0,100.0,3,105
552,Electronic City,1094.0,2.0,42.0,2,74
553,Budigere,1153.0,2.0,57.0,2,53
554,others,1325.0,3.0,57.0,3,230
555,others,1200.0,3.0,85.0,4,230
556,Jakkur,1590.0,2.0,125.0,3,110
557,others,1202.0,2.0,48.0,2,230
558,Haralur Road,1202.0,2.0,53.0,2,90
559,others,1200.0,2.0,62.5,2,230
560,Panathur,1688.0,3.0,118.0,3,180
561,Kaval Byrasandra,1020.0,2.0,52.0,2,133
562,Sarjapur,1185.0,2.0,47.0,2,193
563,Ramagondanahalli,1235.0,2.0,52.04,2,187
564,Banashankari,1077.0,2.0,37.64,2,27
565,Kengeri Satellite Town,1415.0,2.0,66.0,3,136
566,EPIP Zone,2330.0,3.0,162.0,3,73
567,Whitefield,805.0,2.0,35.0,2,224
568,others,425.0,1.0,20.03,1,230
569,Whitefield,1155.0,2.0,59.95,2,224
570,Anekal,656.0,2.0,22.0,2,18
571,others,1100.0,2.0,48.0,2,230
572,Mahadevpura,1150.0,2.0,52.0,2,156
573,Whitefield,2280.0,4.0,126.0,3,224
574,Hegde Nagar,1341.0,2.0,97.0,2,94
575,Jakkur,1279.0,2.0,77.0,2,110
576,Electronic City Phase II,2225.0,4.0,98.88,4,75
577,Thanisandra,1185.0,2.0,43.51,2,209
578,others,1750.0,3.0,85.0,3,230
579,Kudlu,1152.0,2.0,53.5,2,147
580,Varthur Road,2760.0,4.0,155.0,4,218
581,5th Phase JP Nagar,1070.0,2.0,39.0,2,5
582,Uttarahalli,1101.0,2.0,45.0,2,216
583,others,775.0,2.0,55.0,2,230
584,Yeshwanthpur,667.0,1.0,36.85,1,229
585,Electronic City,1070.0,2.0,55.0,2,74
586,Old Airport Road,1875.0,2.0,110.0,3,176
587,Kundalahalli,735.0,2.0,57.99,2,150
588,Koramangala,1750.0,3.0,130.0,3,144
589,Marathahalli,1215.0,2.0,67.0,2,161
590,Vishwapriya Layout,820.0,2.0,30.0,2,222
591,Banashankari Stage VI,1177.5,2.0,59.935,2,31
592,Battarahalli,1779.0,3.0,89.61,3,38
593,others,1105.0,2.0,58.0,2,230
594,others,1576.0,2.0,93.0,1,230
595,Whitefield,1650.0,3.0,60.0,3,224
596,Cox Town,1975.0,3.0,150.0,3,63
597,Kammasandra,674.0,2.0,33.0,2,125
598,Kaggadasapura,1185.0,2.0,41.0,2,118
599,others,445.0,1.0,28.0,1,230
600,HSR Layout,1475.0,3.0,75.0,3,89
601,Gottigere,1618.0,3.0,82.5,3,82
602,Koramangala,1120.0,2.0,65.0,2,144
603,Marathahalli,2181.0,3.0,152.0,4,161
604,Vidyaranyapura,1200.0,4.0,90.0,4,219
605,Bannerghatta Road,1556.0,2.0,59.13,3,35
606,Bannerghatta Road,1179.0,2.0,66.02,2,35
607,Thanisandra,1296.0,2.0,83.0,2,209
608,Kaggadasapura,1275.0,2.0,52.0,2,118
609,Kathriguppe,1400.0,2.0,77.0,3,132
610,Gottigere,1222.0,2.0,63.0,2,82
611,Electronic City,940.0,2.0,41.0,2,74
612,Thanisandra,1185.0,2.0,42.6,2,209
613,Tumkur Road,1779.0,3.0,112.0,3,214
614,Begur Road,1615.0,3.0,59.76,3,40
615,Haralur Road,1056.0,2.0,61.0,2,90
616,7th Phase JP Nagar,1100.0,2.0,46.0,2,7
617,Arekere,920.0,2.0,40.0,2,21
618,others,1602.0,2.0,75.0,3,230
619,Padmanabhanagar,1176.0,2.0,62.0,2,178
620,Kasavanhalli,1717.0,3.0,99.0,3,130
621,Bhoganhalli,2119.0,4.0,111.0,4,44
622,Vittasandra,1246.0,2.0,67.3,2,223
623,Anandapura,1141.0,2.0,42.79,2,16
624,Hennur Road,1157.0,2.0,84.0,2,96
625,Yelahanka New Town,650.0,1.0,33.0,1,227
626,Hebbal,1349.0,2.0,98.0,2,92
627,others,1566.0,3.0,83.3,3,230
628,Sahakara Nagar,2830.0,3.0,195.0,4,190
629,others,1780.0,3.0,84.83,3,230
630,Varthur,1091.0,2.0,34.9,2,217
631,Rachenahalli,3670.0,4.0,300.0,4,183
632,7th Phase JP Nagar,918.0,2.0,50.49,2,7
633,Yeshwanthpur,1950.0,4.0,130.0,4,229
634,Panathur,1695.0,3.0,90.0,3,180
635,Yelahanka,1705.0,3.0,95.0,3,226
636,Kalyan nagar,1375.0,3.0,75.0,3,122
637,Kanakpura Road,525.0,1.0,30.0,1,127
638,Whitefield,1447.0,2.0,83.0,2,224
639,Thanisandra,1114.0,2.0,39.0,2,209
640,7th Phase JP Nagar,1450.0,2.0,100.0,3,7
641,others,1022.0,2.0,40.0,2,230
642,Hebbal,1000.0,2.0,45.0,2,92
643,Electronic City,1128.0,2.0,68.75,2,74
644,Kanakpura Road,1180.0,2.0,57.0,2,127
645,Kanakpura Road,1339.0,2.0,75.0,2,127
646,Yelachenahalli,1400.0,2.0,55.0,3,225
647,7th Phase JP Nagar,1040.0,2.0,39.52,2,7
648,Kadugodi,1198.0,2.0,58.0,2,117
649,others,1200.0,3.0,95.0,4,230
650,Sarjapur  Road,1691.0,3.0,113.0,3,194
651,Bisuvanahalli,1075.0,3.0,36.0,3,47
652,8th Phase JP Nagar,1240.0,3.0,43.5,3,8
653,Bannerghatta Road,1122.5,2.0,58.935,2,35
654,Mallasandra,1665.0,3.0,86.58,3,158
655,Marathahalli,2489.0,3.0,94.0,3,161
656,Brookefield,1142.0,2.0,70.0,2,52
657,Kothannur,1853.0,3.0,82.0,3,145
658,Kasturi Nagar,1567.0,2.0,92.0,2,131
659,Electronics City Phase 1,1175.0,2.0,51.47,2,76
660,Subramanyapura,1200.0,2.0,52.0,2,205
661,Kodichikkanahalli,995.0,2.0,41.0,2,138
662,Magadi Road,884.0,2.0,41.1,2,155
663,Yeshwanthpur,1170.0,2.0,57.0,2,229
664,KR Puram,1225.0,2.0,46.55,2,115
665,Electronic City,1342.0,2.0,73.3,2,74
666,Uttarahalli,1345.0,2.0,67.0,2,216
667,Kodigehaali,1320.0,3.0,65.0,3,139
668,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2,184
669,Battarahalli,1300.0,2.0,50.0,2,38
670,Hosa Road,1652.0,3.0,85.0,3,101
671,Thigalarapalya,2072.0,4.0,142.0,3,210
672,Arekere,1740.0,2.0,95.0,3,21
673,Electronic City,1360.0,2.0,71.0,3,74
674,Hosur Road,1145.0,2.0,60.0,3,104
675,Sarjapur  Road,1278.0,2.0,95.0,2,194
676,Electronic City Phase II,630.0,1.0,40.0,1,75
677,Kanakpura Road,1100.0,3.0,58.0,3,127
678,others,1200.0,3.0,95.0,3,230
679,Hosur Road,3300.0,5.0,240.0,5,104
680,Gunjur,1356.0,2.0,66.0,3,85
681,others,823.0,2.0,28.0,2,230
682,TC Palaya,1200.0,2.0,66.0,3,207
683,Ramamurthy Nagar,1050.0,2.0,37.0,2,188
684,others,1180.0,2.0,69.0,2,230
685,7th Phase JP Nagar,1070.0,2.0,42.79,2,7
686,Varthur,1385.0,2.0,80.0,2,217
687,Varthur,1000.0,1.0,70.0,1,217
688,Whitefield,1897.0,3.0,130.0,3,224
689,Magadi Road,1005.0,2.0,55.78,2,155
690,Green Glen Layout,1575.0,3.0,125.0,3,83
691,Subramanyapura,975.0,2.0,65.0,2,205
692,Hennur Road,1904.0,3.0,120.0,3,96
693,Kengeri Satellite Town,930.0,1.0,30.0,1,136
694,Electronic City Phase II,2400.0,3.0,150.0,2,75
695,Sarjapur  Road,2238.0,3.0,140.0,3,194
696,Harlur,1174.0,2.0,69.0,2,91
697,Thubarahalli,3800.0,4.0,239.0,4,211
698,Whitefield,2225.0,2.0,125.0,3,224
699,Jigani,918.0,2.0,52.0,2,113
700,Mahadevpura,1250.0,2.0,52.0,2,156
701,Sarjapur  Road,1800.0,3.0,110.0,3,194
702,Marathahalli,1170.0,2.0,53.0,2,161
703,Bannerghatta Road,793.0,2.0,45.0,2,35
704,Jakkur,1710.0,3.0,107.0,3,110
705,Kambipura,1082.0,2.0,57.5,3,123
706,others,1001.0,2.0,33.03,2,230
707,Yelahanka,1590.0,2.0,54.0,3,226
708,others,2400.0,2.0,80.0,3,230
709,Horamavu Banaswadi,1554.0,3.0,55.0,3,99
710,Thanisandra,1142.5,2.0,43.415,2,209
711,Konanakunte,884.0,1.0,58.0,2,143
712,Marathahalli,1019.0,2.0,49.86,2,161
713,Ambedkar Nagar,1935.0,4.0,130.0,3,14
714,Uttarahalli,1135.0,2.0,39.73,3,216
715,Kasavanhalli,1799.0,3.0,90.0,3,130
716,Whitefield,4348.5,2.0,304.0,4,224
717,Kundalahalli,1047.0,2.0,82.0,2,150
718,others,1282.0,2.0,87.0,2,230
719,NGR Layout,1020.0,2.0,45.9,2,167
720,Whitefield,1495.0,2.0,79.5,2,224
721,Kasavanhalli,3260.0,4.0,240.0,4,130
722,others,1611.0,2.0,64.44,3,230
723,others,1500.0,2.0,95.0,3,230
724,Sahakara Nagar,1500.0,2.0,95.0,3,190
725,Uttarahalli,1540.0,3.0,50.0,3,216
726,Hosa Road,1639.0,3.0,80.0,3,101
727,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2,184
728,Brookefield,1440.0,2.0,68.0,3,52
729,Seegehalli,901.0,2.0,35.14,2,198
730,Sarjapur,900.0,2.0,42.0,3,193
731,others,1060.0,2.0,55.0,2,230
732,NGR Layout,1020.0,2.0,48.45,2,167
733,Varthur,1535.0,3.0,65.99,3,217
734,others,530.0,1.0,20.0,1,230
735,others,1350.0,2.0,80.0,2,230
736,Sarjapur  Road,1115.0,2.0,50.0,2,194
737,Uttarahalli,1175.0,2.0,47.0,2,216
738,Whitefield,1113.0,2.0,62.0,2,224
739,Giri Nagar,650.0,2.0,42.0,2,80
740,Marathahalli,1325.0,2.0,71.55,2,161
741,Electronics City Phase 1,950.0,2.0,31.0,2,76
742,Jakkur,1396.0,2.0,86.51,3,110
743,Rachenahalli,1050.0,2.0,52.07,2,183
744,Thanisandra,1825.0,3.0,100.0,3,209
745,7th Phase JP Nagar,1190.0,2.0,49.98,2,7
746,Marathahalli,1220.0,2.0,56.5,2,161
747,NRI Layout,1565.0,2.0,75.0,3,168
748,Hennur Road,1891.0,3.0,109.0,3,96
749,others,900.0,2.0,27.0,2,230
750,Hosa Road,1161.0,2.0,55.15,2,101
751,Yeshwanthpur,665.0,1.0,36.85,1,229
752,Hoodi,1425.0,2.0,80.0,2,97
753,others,1200.0,3.0,56.12,3,230
754,Somasundara Palya,1255.0,2.0,67.0,2,202
755,Hegde Nagar,2112.95,4.0,145.0,3,94
756,Raja Rajeshwari Nagar,600.0,1.0,22.0,1,184
757,Haralur Road,1810.0,3.0,100.0,3,90
758,Indira Nagar,1200.0,2.0,93.0,2,108
759,Harlur,1033.0,2.0,49.0,2,91
760,others,1548.0,3.0,89.5,3,230
761,Horamavu Banaswadi,1611.0,3.0,66.0,3,99
762,Vidyaranyapura,1485.0,2.0,67.0,3,219
763,Margondanahalli,2400.0,2.0,82.0,2,162
764,others,1025.0,2.0,44.5,2,230
765,others,1225.0,2.0,53.0,2,230
766,5th Phase JP Nagar,1256.0,2.0,62.8,2,5
767,Whitefield,2268.0,3.0,163.0,4,224
768,Kanakpura Road,1100.0,3.0,53.0,3,127
769,others,1141.0,2.0,62.0,2,230
770,Attibele,400.0,1.0,12.0,1,22
771,Chandapura,1400.0,2.0,60.0,2,56
772,others,1576.0,1.0,110.0,1,230
773,others,1175.0,2.0,48.27,2,230
774,Sahakara Nagar,1100.0,2.0,56.0,2,190
775,Kanakpura Road,1843.0,3.0,95.84,3,127
776,Horamavu Banaswadi,1460.0,2.0,80.5,2,99
777,Rachenahalli,1530.0,2.0,74.5,3,183
778,HSR Layout,1467.0,2.0,55.0,2,89
779,others,950.0,1.0,40.0,1,230
780,Vittasandra,1246.0,2.0,64.5,2,223
781,Kanakapura,711.0,1.0,38.0,1,126
782,Haralur Road,1194.0,2.0,46.0,2,90
783,Babusapalaya,1358.0,2.0,43.4,3,25
784,Hoodi,1420.0,2.0,75.0,2,97
785,Kathriguppe,1250.0,2.0,68.75,3,132
786,Akshaya Nagar,1280.0,2.0,58.0,2,12
787,others,1209.0,2.0,50.0,2,230
788,others,4200.0,5.0,225.0,5,230
789,Panathur,1315.0,2.0,54.8,3,180
790,others,1800.0,3.0,90.0,3,230
791,others,1600.0,4.0,125.0,5,230
792,TC Palaya,1600.0,2.0,65.0,3,207
793,others,1563.0,3.0,52.0,3,230
794,Whitefield,1560.0,2.0,72.0,3,224
795,Brookefield,2169.0,4.0,115.0,3,52
796,Rachenahalli,1050.0,2.0,55.5,2,183
797,Iblur Village,3235.0,3.0,235.0,3,107
798,TC Palaya,1200.0,3.0,66.0,3,207
799,HSR Layout,1140.0,2.0,46.0,2,89
800,Horamavu Agara,1560.0,3.0,75.0,3,98
801,JP Nagar,1100.0,2.0,70.0,2,109
802,Kasavanhalli,1260.0,2.0,40.32,3,130
803,Hebbal,1036.0,2.0,50.0,2,92
804,Akshaya Nagar,1662.0,3.0,85.1,3,12
805,Yelachenahalli,1464.0,2.0,105.0,3,225
806,Yelahanka,1234.0,2.0,80.0,2,226
807,Sarjapur  Road,1403.0,3.0,55.0,3,194
808,Seegehalli,1150.0,2.0,42.9,3,198
809,Kanakapura,929.0,2.0,46.0,2,126
810,TC Palaya,1350.0,2.0,75.0,3,207
811,others,1135.0,2.0,39.73,2,230
812,others,1405.0,2.0,70.0,2,230
813,Whitefield,1200.0,2.0,45.84,2,224
814,Haralur Road,2805.0,4.0,154.0,4,90
815,Yeshwanthpur,1161.0,2.0,64.08,2,229
816,Kanakpura Road,1290.0,2.0,74.0,2,127
817,Yeshwanthpur,2557.0,3.0,141.0,3,229
818,others,1480.0,3.0,90.0,3,230
819,Old Madras Road,1350.0,3.0,54.54,3,177
820,Kadugodi,1580.0,2.0,65.0,3,117
821,Banashankari,1470.0,2.0,88.64,3,27
822,Sarjapur  Road,1346.0,2.0,61.92,2,194
823,others,1600.0,3.0,90.0,3,230
824,others,1200.0,2.0,35.0,2,230
825,Channasandra,1340.0,2.0,48.33,3,57
826,Jigani,918.0,2.0,48.0,2,113
827,others,1500.0,3.0,115.0,3,230
828,Yelahanka,1315.0,2.0,85.0,2,226
829,Uttarahalli,1390.0,2.0,62.55,3,216
830,Uttarahalli,1330.0,2.0,56.0,3,216
831,others,1824.0,3.0,125.0,3,230
832,7th Phase JP Nagar,1420.0,2.0,96.0,3,7
833,others,750.0,1.0,56.25,1,230
834,Jalahalli East,1260.0,2.0,60.0,3,112
835,Hennur Road,1561.0,3.0,95.0,3,96
836,others,1060.0,2.0,42.0,2,230
837,Haralur Road,1225.0,2.0,67.38,2,90
838,Thanisandra,2144.0,3.0,135.0,3,209
839,Electronic City,880.0,2.0,29.0,2,74
840,Hoodi,1639.0,3.0,110.0,3,97
841,Thanisandra,1240.0,2.0,62.0,3,209
842,Kanakpura Road,1500.0,2.0,69.0,2,127
843,Haralur Road,1243.0,2.0,46.0,2,90
844,Marathahalli,1575.0,3.0,78.0,3,161
845,Kambipura,1082.0,2.0,56.0,3,123
846,Konanakunte,1637.0,3.0,73.0,3,143
847,Kanakpura Road,1665.0,3.0,86.58,3,127
848,Electronic City,1265.0,2.0,56.93,2,74
849,Electronic City,1691.0,2.0,102.0,3,74
850,Thanisandra,1100.0,2.0,38.0,2,209
851,others,1500.0,3.0,62.0,3,230
852,Choodasandra,1115.0,2.0,50.0,2,61
853,Mysore Road,1070.0,2.0,45.0,2,166
854,Budigere,1162.0,2.0,57.0,2,53
855,others,1339.0,2.0,55.0,2,230
856,Mahadevpura,1192.0,2.0,75.0,2,156
857,Haralur Road,1920.0,3.0,115.0,3,90
858,Hennur,1255.0,2.0,52.32,2,95
859,others,1600.0,3.0,75.0,3,230
860,others,1225.0,2.0,55.11,2,230
861,Kasturi Nagar,1570.0,3.0,80.0,3,131
862,Thanisandra,1093.0,2.0,70.0,2,209
863,Basaveshwara Nagar,1865.0,3.0,145.0,3,37
864,Kaikondrahalli,1039.0,2.0,80.0,2,120
865,Whitefield,1985.0,3.0,75.0,3,224
866,Hosakerehalli,1590.0,3.0,49.0,3,102
867,Electronic City Phase II,775.0,2.0,38.0,2,75
868,others,1000.0,2.0,50.0,2,230
869,Bommasandra,1035.0,2.0,41.0,2,49
870,Dasarahalli,1520.0,2.0,75.0,3,65
871,Whitefield,1360.0,2.0,95.0,2,224
872,others,6000.0,5.0,400.0,4,230
873,Kodigehaali,1117.0,2.0,56.0,2,139
874,EPIP Zone,1330.0,2.0,92.5,2,73
875,Marathahalli,1937.0,3.0,160.0,3,161
876,Electronic City,1128.0,2.0,65.49,2,74
877,Neeladri Nagar,1053.0,2.0,45.0,2,173
878,Panathur,1198.0,2.0,77.0,2,180
879,Marathahalli,1152.0,2.0,56.0,2,161
880,Frazer Town,1625.0,2.0,75.0,2,77
881,Kundalahalli,1397.0,3.0,105.0,3,150
882,Kaggalipura,700.0,1.0,38.0,1,119
883,Yelahanka,1170.0,2.0,62.5,2,226
884,Kanakpura Road,1200.0,2.0,42.0,3,127
885,others,2400.0,3.0,170.0,3,230
886,others,1480.0,2.0,65.0,2,230
887,Akshaya Nagar,1897.0,3.0,120.0,3,12
888,Rachenahalli,996.0,2.0,67.0,2,183
889,Haralur Road,1875.0,3.0,110.0,3,90
890,others,1500.0,2.0,98.0,3,230
891,Yelahanka,1450.0,3.0,65.255,3,226
892,Yelahanka,697.0,1.0,45.0,1,226
893,Sarjapur  Road,710.0,1.0,27.0,1,194
894,others,910.0,2.0,30.5,2,230
895,Sompura,1025.0,2.0,48.0,3,203
896,Magadi Road,1000.0,2.0,46.5,2,155
897,Horamavu Agara,1453.0,2.0,46.48,3,98
898,Thanisandra,971.5,2.0,36.435,2,209
899,Bellandur,1281.0,2.0,74.0,2,41
900,Cooke Town,565.0,1.0,35.0,1,62
901,Varthur,1024.0,2.0,42.0,2,217
902,Electronic City,1620.0,3.0,62.0,3,74
903,Whitefield,1254.0,2.0,40.0,2,224
904,Banashankari,1300.0,2.0,75.0,3,27
905,Doddakallasandra,1233.0,2.0,43.0,2,69
906,Hosur Road,1510.0,2.0,105.0,3,104
907,Kaggalipura,950.0,2.0,65.0,2,119
908,Battarahalli,1945.0,3.0,97.42,3,38
909,Uttarahalli,1008.0,2.0,45.0,2,216
910,Thanisandra,1265.0,2.0,79.0,3,209
911,Hebbal,1255.0,2.0,77.68,3,92
912,Yelenahalli,1200.0,2.0,46.17,2,228
913,Sarjapur  Road,1403.0,3.0,51.63,3,194
914,Kudlu Gate,1535.0,3.0,85.0,3,148
915,others,1500.0,3.0,100.0,3,230
916,Chamrajpet,1475.0,2.0,120.0,3,55
917,Uttarahalli,1390.0,2.0,60.47,3,216
918,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3,184
919,others,1133.0,2.0,55.0,2,230
920,others,2900.0,5.0,90.0,5,230
921,Kogilu,1170.0,2.0,51.99,2,142
922,Whitefield,1697.0,3.0,94.79,3,224
923,Thanisandra,1651.0,3.0,97.38,3,209
924,Hennur Road,1192.0,2.0,60.0,3,96
925,OMBR Layout,1078.0,2.0,65.0,2,175
926,Kasavanhalli,1349.0,2.0,78.0,2,130
927,7th Phase JP Nagar,1680.0,3.0,120.0,3,7
928,Rayasandra,1314.0,2.0,63.0,3,189
929,Garudachar Palya,1060.0,2.0,48.7,2,79
930,Kalyan nagar,820.0,2.0,39.0,2,122
931,Whitefield,5000.0,4.0,400.0,4,224
932,others,2000.0,3.0,85.0,3,230
933,others,856.0,2.0,40.0,2,230
934,Rajaji Nagar,1621.0,4.0,130.0,3,185
935,others,1200.0,3.0,68.4,3,230
936,Bannerghatta Road,1484.0,3.0,52.5,3,35
937,others,14000.0,3.0,800.0,4,230
938,Yelahanka New Town,500.0,1.0,20.0,1,227
939,others,485.0,1.0,15.0,1,230
940,7th Phase JP Nagar,1050.0,2.0,42.0,2,7
941,Uttarahalli,1617.0,3.0,66.68,3,216
942,others,1384.0,3.0,62.28,3,230
943,Devanahalli,1408.0,2.0,85.0,2,66
944,Uttarahalli,1150.0,2.0,49.0,2,216
945,Akshaya Nagar,1410.0,2.0,75.0,3,12
946,Kaggadasapura,2150.0,4.0,100.0,4,118
947,others,1508.0,3.0,70.25,3,230
948,Ramamurthy Nagar,1040.0,2.0,50.0,2,188
949,TC Palaya,1240.0,2.0,60.0,2,207
950,Kudlu Gate,1535.0,3.0,78.0,3,148
951,Lakshminarayana Pura,1180.0,2.0,75.0,2,153
952,Abbigere,2200.0,6.0,68.0,6,11
953,Bannerghatta Road,1400.0,2.0,78.0,2,35
954,Raja Rajeshwari Nagar,500.0,1.0,25.0,1,184
955,Sarjapur  Road,1984.0,4.0,146.0,3,194
956,Garudachar Palya,1960.0,3.0,160.0,3,79
957,Sarjapur  Road,1035.0,2.0,45.0,2,194
958,others,2150.0,4.0,80.0,4,230
959,Whitefield,1700.0,3.0,115.0,3,224
960,Hosakerehalli,3024.0,5.0,248.0,4,102
961,Tumkur Road,1586.0,3.0,100.0,3,214
962,Hennur,2264.0,2.0,155.0,3,95
963,Chikka Tirupathi,2325.0,4.0,120.0,4,58
964,Yelahanka,1120.0,2.0,55.0,2,226
965,Yelahanka,1662.0,2.0,67.98,3,226
966,Sarjapur  Road,1128.0,2.0,59.0,2,194
967,Jigani,924.0,2.0,65.0,2,113
968,others,1600.0,3.0,52.0,3,230
969,Pai Layout,1006.0,2.0,35.0,2,179
970,Amruthahalli,1200.0,2.0,55.0,2,15
971,others,1250.0,2.0,62.0,2,230
972,Kannamangala,957.0,2.0,56.0,2,128
973,Whitefield,1140.0,2.0,41.0,2,224
974,others,1050.0,2.0,67.0,2,230
975,Kasturi Nagar,1565.0,3.0,88.5,3,131
976,Whitefield,1190.0,2.0,57.0,2,224
977,Whitefield,2842.0,3.0,162.0,3,224
978,Kanakpura Road,1558.67,2.0,65.0,3,127
979,Electronics City Phase 1,630.0,1.0,39.0,1,76
980,Whitefield,1403.0,2.0,60.81,3,224
981,Kanakpura Road,1542.0,2.0,85.0,3,127
982,Haralur Road,2750.0,4.0,220.0,4,90
983,Iblur Village,3596.0,5.0,290.0,4,107
984,Kengeri Satellite Town,1635.0,2.0,78.0,3,136
985,Mysore Road,1239.0,2.0,53.0,2,166
986,others,1596.0,3.0,105.0,3,230
987,Channasandra,1009.0,2.0,38.34,2,57
988,Hosa Road,1726.0,3.0,81.99,3,101
989,Kudlu Gate,1535.0,3.0,86.0,3,148
990,Banashankari Stage V,1300.0,2.0,58.5,3,30
991,others,1800.0,3.0,80.0,3,230
992,Binny Pete,665.0,1.0,50.75,1,46
993,TC Palaya,1500.0,2.0,100.0,3,207
994,others,925.0,2.0,48.0,2,230
995,Old Airport Road,3356.0,4.0,251.0,4,176
996,others,1395.0,2.0,63.59,2,230
997,Sonnenahalli,1415.0,2.0,55.0,3,204
998,Begur,1419.0,2.0,59.0,3,39
999,Kasavanhalli,1121.0,2.0,78.0,2,130
1000,Kambipura,1082.0,2.0,45.0,3,123
1001,KR Puram,1100.0,2.0,47.0,2,115
1002,Hoodi,1606.0,3.0,89.55,3,97
1003,Billekahalli,1650.0,3.0,88.0,3,45
1004,Old Airport Road,1206.0,2.0,75.0,2,176
1005,Sarjapur  Road,1495.0,2.0,64.0,3,194
1006,Balagere,1210.0,2.0,72.0,2,26
1007,Nagarbhavi,1523.0,2.0,53.4,3,169
1008,Whitefield,1232.0,2.0,45.0,2,224
1009,Rachenahalli,680.0,1.0,44.0,1,183
1010,Hebbal,1355.0,3.0,83.87,3,92
1011,Thanisandra,1430.0,2.0,51.46,3,209
1012,Kothannur,1275.0,2.0,43.85,3,145
1013,Electronic City,1070.0,2.0,56.1,2,74
1014,others,1200.0,3.0,85.0,3,230
1015,Electronic City,2000.0,4.0,120.0,4,74
1016,Bommanahalli,1200.0,2.0,40.0,2,48
1017,Marathahalli,1610.0,3.0,90.0,3,161
1018,Haralur Road,1140.0,2.0,43.0,2,90
1019,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2,184
1020,Rachenahalli,1530.0,2.0,74.4,3,183
1021,7th Phase JP Nagar,980.0,2.0,69.0,2,7
1022,Whitefield,1485.0,3.0,65.0,3,224
1023,Thanisandra,1265.0,2.0,85.0,2,209
1024,others,1132.0,2.0,67.0,2,230
1025,others,1262.0,2.0,63.0,2,230
1026,JP Nagar,940.0,2.0,49.0,2,109
1027,others,1515.0,3.0,88.0,3,230
1028,Kothanur,1840.0,3.0,69.0,3,146
1029,Electronic City,890.0,2.0,45.0,2,74
1030,others,1655.0,3.0,86.06,3,230
1031,Hennur Road,2060.0,3.0,149.0,3,96
1032,Bommanahalli,1730.0,3.0,96.0,3,48
1033,Yelahanka,2195.0,4.0,127.0,3,226
1034,Kathriguppe,1650.0,3.0,125.0,3,132
1035,KR Puram,1200.0,2.0,71.0,2,115
1036,Hosa Road,1079.0,2.0,32.37,2,101
1037,Panathur,1085.0,2.0,36.0,2,180
1038,Yelahanka,1075.0,2.0,51.5,2,226
1039,others,1380.0,2.0,80.0,2,230
1040,others,1450.0,3.0,65.0,3,230
1041,Thubarahalli,1200.0,2.0,78.0,2,211
1042,Hoodi,1639.0,3.0,98.32,3,97
1043,others,1200.0,2.0,54.0,2,230
1044,Vijayanagar,1739.0,3.0,116.0,3,220
1045,Old Madras Road,935.0,2.0,32.72,2,177
1046,others,1178.0,2.0,47.0,2,230
1047,Chikkalasandra,1375.0,2.0,50.0,3,60
1048,Chandapura,1065.0,2.0,33.0,3,56
1049,others,1450.0,2.0,50.75,3,230
1050,others,999.0,2.0,45.0,2,230
1051,Kothannur,1100.0,2.0,40.0,2,145
1052,Hoodi,2090.0,4.0,95.1,4,97
1053,Lingadheeranahalli,1519.0,3.0,93.0,3,154
1054,Dommasandra,1267.0,3.0,56.0,3,72
1055,Sanjay nagar,1150.0,2.0,72.2,2,191
1056,Marathahalli,1146.0,2.0,70.0,2,161
1057,Kannamangala,1550.0,3.0,65.0,3,128
1058,Electronics City Phase 1,785.0,1.0,55.0,1,76
1059,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3,184
1060,Bellandur,921.0,2.0,40.0,2,41
1061,Bannerghatta Road,2700.0,5.0,158.0,5,35
1062,Sarjapur  Road,1700.0,3.0,110.0,3,194
1063,Sarjapur,1020.0,2.0,35.0,2,193
1064,Billekahalli,1090.0,2.0,52.0,2,45
1065,Thanisandra,1185.0,2.0,42.1,2,209
1066,Doddathoguru,850.0,2.0,25.0,2,70
1067,Harlur,1197.0,2.0,84.0,2,91
1068,others,920.0,2.0,39.55,2,230
1069,Raja Rajeshwari Nagar,1105.0,2.0,65.0,2,184
1070,Yeshwanthpur,1850.0,3.0,100.0,3,229
1071,Judicial Layout,1300.0,3.0,64.0,3,114
1072,others,1595.0,3.0,76.0,3,230
1073,Horamavu Agara,755.0,2.0,37.49,2,98
1074,Nagasandra,4050.0,5.0,140.0,5,170
1075,Kanakpura Road,1300.0,2.0,69.0,3,127
1076,Bannerghatta Road,1215.0,2.0,50.0,2,35
1077,Kanakpura Road,900.0,2.0,46.0,2,127
1078,Banashankari Stage III,1145.0,2.0,58.4,2,29
1079,others,1093.0,2.0,65.0,2,230
1080,Babusapalaya,1213.0,2.0,41.39,3,25
1081,Bannerghatta Road,1654.0,3.0,100.0,3,35
1082,NGR Layout,1105.0,2.0,52.48,2,167
1083,Babusapalaya,1611.0,2.0,66.0,3,25
1084,others,1367.0,2.0,62.0,2,230
